name,team,position,ovr,spd,str,agi,awr,acc,jmp,cod
Balint Vorosmarty,GEORGIA STATE,K,73,62,45,65,,64,55,64
Kelze Howard,GEORGIA STATE,LEDG,73,74,73,70,,80,77,64
Maxwell Robinson,GEORGIA STATE,LG,73,68,79,70,,75,70,69
Darius Johnson Jr.,GEORGIA STATE,CB,72,86,59,86,,88,87,84
Deuce Lee,GEORGIA STATE,SS,72,86,60,87,,90,85,84
Dj Riles,GEORGIA STATE,WR,72,87,63,86,,87,84,85
Matt Buron,GEORGIA STATE,TE,72,80,75,78,,84,83,78
Tyhler Williams,GEORGIA STATE,C,72,62,84,57,,69,65,54
Tyson Mccrary,GEORGIA STATE,CB,72,87,61,84,,90,88,84
Gage Stanaland,GEORGIA STATE,RG,71,59,86,60,,66,68,56
Jonah Reeder,GEORGIA STATE,DT,71,67,83,65,,75,71,57
Jordan Brown,GEORGIA STATE,LT,71,55,87,58,,61,77,55
Kenny Meester,GEORGIA STATE,K,71,70,49,70,,68,55,69
Peter Diaz,GEORGIA STATE,RT,71,61,83,65,,71,70,55
Toby Bolton,GEORGIA STATE,CB,71,90,49,87,,91,88,86
Austin Mcgee,GEORGIA STATE,WR,70,89,42,91,,90,88,89
Derrick Maxey Iii,GEORGIA STATE,SS,70,87,59,88,,88,86,87
Deylin Hasert,GEORGIA STATE,RG,70,57,88,54,,67,68,52
Hakeem Crandall,GEORGIA STATE,QB,70,85,54,90,,91,84,90
Jaydon Hood,GEORGIA STATE,MIKE,70,81,69,81,,87,83,75
Kelton Smith Jr.,GEORGIA STATE,RT,70,55,85,68,,59,69,58
Owen Dupree,GEORGIA STATE,WR,70,86,75,82,,86,86,80
Richard Kramer,GEORGIA STATE,LEDG,70,78,70,77,,83,79,67
Coby Owens,GEORGIA STATE,MIKE,69,82,66,79,,84,83,76
Jamari Miller,GEORGIA STATE,WR,69,88,39,90,,92,84,88
Jaylin Marshall,GEORGIA STATE,WR,69,89,40,87,,88,88,87
Mandjou Berte,GEORGIA STATE,DT,69,62,79,62,,68,74,50
Pherleski Martin,GEORGIA STATE,LT,69,53,86,47,,61,68,46
Tre Mittman,GEORGIA STATE,FS,69,86,63,84,,86,82,81
Aidan Andrews,GEORGIA STATE,LG,68,63,82,58,,71,71,55
Christian Teeter,GEORGIA STATE,P,68,70,56,61,,54,76,58
John Lawless,GEORGIA STATE,WR,68,88,66,86,,90,85,86
Joseph Holt,GEORGIA STATE,SS,68,87,57,85,,87,84,83
Oscar Wright,GEORGIA STATE,SAM,68,76,79,78,,84,78,74
Tj Stanley,GEORGIA STATE,QB,68,77,72,81,,75,74,77
Tre Grant,GEORGIA STATE,REDG,68,72,80,72,,80,77,65
Avion Mcbride,GEORGIA STATE,TE,67,71,78,72,,82,91,67
Ty Snead,GEORGIA STATE,FS,67,83,68,81,,86,84,79
Ethan Mackenny,GEORGIA TECH,LT,84,61,91,60,,73,73,56
Aidan Birr,GEORGIA TECH,K,83,69,51,64,,69,64,61
Kyle Efford,GEORGIA TECH,MIKE,83,81,77,81,,86,83,78
Malachi Hosley,GEORGIA TECH,HB,83,90,74,88,,91,86,87
Malachi Carney,GEORGIA TECH,RT,82,61,93,56,,69,75,51
E.J. Lightsey,GEORGIA TECH,WILL,81,83,78,81,,89,87,79
Jordan Allen,GEORGIA TECH,WR,81,91,52,90,,93,89,89
Jaylen Mbakwe,GEORGIA TECH,CB,80,96,57,93,,97,92,92
Markell Samuel,GEORGIA TECH,LT,80,65,85,66,,76,75,58
Chad Alexander,GEORGIA TECH,HB,79,88,68,85,,90,84,84
Gavin Harris,GEORGIA TECH,TE,79,80,70,80,,84,84,74
Zachary Tobe,GEORGIA TECH,CB,79,88,66,86,,92,88,87
Jonas Duclona,GEORGIA TECH,CB,78,88,63,87,,90,86,87
Jordan Walker,GEORGIA TECH,REDG,78,76,82,77,,84,79,70
Manuel Addison,GEORGIA TECH,WR,78,90,64,87,,91,87,87
Noah Carter,GEORGIA TECH,REDG,78,85,71,84,,93,86,77
Trent May,GEORGIA TECH,WR,78,88,73,86,,89,83,87
Daiquan White,GEORGIA TECH,CB,77,91,49,91,,94,85,89
Kelvin Hill,GEORGIA TECH,CB,77,90,58,91,,95,86,92
Tae Harris,GEORGIA TECH,SS,77,94,63,92,,95,93,90
Trelain Madd0X,GEORGIA TECH,HB,77,87,78,80,,91,86,79
A.J. Hoffler,GEORGIA TECH,LEDG,76,78,79,74,,86,82,66
Alberto Mendoza,GEORGIA TECH,QB,76,82,66,83,,87,77,83
Amontrae Bradford,GEORGIA TECH,REDG,76,76,79,75,,82,77,74
Ian Lawrence,GEORGIA TECH,P,76,64,68,54,,62,81,54
J.P. Powell,GEORGIA TECH,HB,76,91,61,87,,89,87,84
Melvin Jordan Iv,GEORGIA TECH,MIKE,76,82,74,82,,87,84,76
Ryan Wheeling,GEORGIA TECH,HB,76,88,72,85,,91,84,86
Savidon Riley,GEORGIA TECH,FS,76,87,62,88,,91,87,86
Tawfiq Thomas,GEORGIA TECH,DT,76,60,88,62,,73,73,45
Christian Garrett,GEORGIA TECH,DT,75,75,76,74,,83,81,69
Dalen Penson,GEORGIA TECH,CB,75,90,46,90,,93,88,88
Jameson Riggs,GEORGIA TECH,RG,75,61,86,65,,73,72,51
Jon Mitchell,GEORGIA TECH,CB,75,92,61,91,,95,91,93
Joseph Idnata,GEORGIA TECH,C,75,68,87,74,,79,74,58
Josh Petty,GEORGIA TECH,LG,75,75,79,77,,81,79,67
Vincent Carroll-Jackson,GEORGIA TECH,DT,75,71,84,65,,75,68,55
Alex Baccetta,GEORGIA TECH,P,74,65,57,61,,61,62,53
Brayden Manley,GEORGIA TECH,LEDG,74,82,73,77,,84,83,76
Jordan Boyd,GEORGIA TECH,LEDG,74,83,72,79,,90,88,74
Shane Marshall,GEORGIA TECH,HB,74,85,69,87,,89,89,82
Jaiven Plummer,GEORGIA TECH,WR,73,89,74,83,,89,87,82
Shymeik Jones,GEORGIA TECH,DT,73,65,83,54,,76,77,49
Taje Mccoy,GEORGIA TECH,REDG,73,77,69,77,,84,78,68
Will Reed,GEORGIA TECH,RG,73,67,84,60,,72,63,53
Debron Gatling,GEORGIA TECH,WR,72,93,60,90,,94,91,88
Andre Fuller Jr.,GEORGIA TECH,REDG,71,80,65,82,,85,85,70
Bryson Shoemaker,GEORGIA TECH,LT,71,58,85,73,,71,73,57
Fenix Felton,GEORGIA TECH,FS,71,88,63,87,,92,91,86
Chris Corbo,GEORGIA TECH,TE,70,77,76,75,,80,77,75
Grady Adamson,GEORGIA TECH,QB,70,80,71,81,,84,83,80
Graham Knowles,GEORGIA TECH,QB,70,67,75,64,,66,75,60
Kevin Peay Jr.,GEORGIA TECH,LG,70,60,83,58,,70,69,54
Landen Marshall,GEORGIA TECH,DT,70,69,80,70,,78,77,63
Malik Shaw,GEORGIA TECH,WR,70,88,73,86,,88,83,86
Cayman Spaulding,GEORGIA TECH,WILL,69,83,81,82,,84,85,78
Damon Lynn,GEORGIA TECH,SS,69,88,67,86,,91,85,85
Elgin Sessions,GEORGIA TECH,CB,69,89,53,87,,91,85,85
Felipe Grimes,GEORGIA TECH,QB,69,84,61,88,,88,82,86
Joel Sharp,GEORGIA TECH,TE,69,77,71,80,,87,84,76
Kevin Roche Jr.,GEORGIA TECH,TE,69,76,74,75,,78,81,69
Kyle Clatenberg,GEORGIA TECH,LEDG,69,69,84,68,,74,72,57
Chris Bass,GEORGIA TECH,K,68,71,47,72,,71,67,74
Dwight Lewis,GEORGIA TECH,REDG,68,76,78,73,,84,80,65
Jordan Floyd,GEORGIA TECH,RT,68,54,86,57,,71,74,49
Myles Mellows,GEORGIA TECH,REDG,68,78,71,79,,87,83,79
Ronnie Thomas,GEORGIA TECH,TE,68,68,79,69,,76,70,66
Tre Dent,GEORGIA TECH,MIKE,68,77,83,78,,84,81,72
Will Kiker,GEORGIA TECH,FS,68,87,67,83,,89,86,83
Byron Wade,GEORGIA TECH,LT,67,69,78,81,,82,79,55
Favour Edwin,GEORGIA TECH,RT,67,66,82,76,,80,77,54
Lamont Newsome,GEORGIA TECH,SS,67,88,61,85,,91,85,86
Marcus Marshall,GEORGIA TECH,TE,67,80,67,86,,89,87,83
Nakell Manning,GEORGIA TECH,SS,67,90,60,89,,92,88,89
Rahkeem Smith,GEORGIA TECH,WR,67,88,53,86,,90,90,88
Elijah Palmer,HAWAII,CB,85,91,56,92,,94,86,92
Pofele Ashlock,HAWAII,WR,85,91,59,90,,92,86,90
Micah Alejado,HAWAII,QB,82,87,52,87,,89,81,86
Lesterlaisene Lagafuaina,HAWAII,REDG,81,82,78,79,,87,77,72
Audric Harris,HAWAII,WR,79,90,61,91,,92,89,89
Caleb Brown,HAWAII,CB,78,90,52,88,,92,87,86
Cam Barfield,HAWAII,HB,78,91,66,87,,92,87,86
Ethan Spencer,HAWAII,C,78,59,84,65,,69,68,58
Devon Rice,HAWAII,HB,77,89,55,88,,92,85,87
Jamih Otis,HAWAII,WILL,77,83,72,82,,87,84,79
Logan Ostrowski,HAWAII,P,77,75,47,71,,76,81,70
Tama Ulliata,HAWAII,WR,77,87,57,87,,89,82,87
Jeremiah Hughes,HAWAII,CB,76,89,65,88,,93,92,90
Kodi Decambra,HAWAII,FS,76,89,63,86,,92,87,83
Lipe Mdala,HAWAII,LG,76,54,94,52,,64,66,49
Carson Brown,HAWAII,WR,75,89,66,87,,91,91,87
Devin Alves,HAWAII,WR,74,90,62,87,,89,89,86
Devon Tauaeefa,HAWAII,TE,74,82,65,79,,87,86,75
Ka'Eo Akana,HAWAII,LEDG,74,80,69,76,,84,84,72
Oakie Salave'A,HAWAII,TE,74,77,70,78,,83,84,76
Adam Tomczyk,HAWAII,LEDG,73,74,78,73,,81,74,67
Luther Mccoy,HAWAII,DT,73,63,82,59,,73,73,49
Wynden Ho'Ohuli,HAWAII,MIKE,73,79,74,78,,86,85,77
Dean Briski,HAWAII,LT,72,59,86,55,,66,64,46
Denaris Derosa Jr.,HAWAII,RG,72,65,77,67,,77,74,56
Kda Eldredge,HAWAII,WR,72,91,45,89,,89,87,89
Kona Moore,HAWAII,FS,72,84,71,83,,87,82,81
Matagi Thompson,HAWAII,SS,72,84,65,87,,86,84,85
Joenel Figueroa,HAWAII,FS,71,87,60,85,,89,88,84
Titan Lacaden,HAWAII,HB,71,90,45,86,,91,84,85
Tui Jackson-Mageo,HAWAII,DT,71,58,90,64,,72,71,49
Ozzy Pollard,HAWAII,DT,70,66,83,66,,76,72,57
Khalil Walker,HAWAII,RT,69,61,86,57,,69,64,52
Nick Delgadillo,HAWAII,WR,69,87,60,86,,89,86,84
Spencer Elliott,HAWAII,LEDG,69,78,66,77,,85,79,67
Zoram Petelo,HAWAII,DT,69,63,81,66,,72,71,59
Ben Coleman,HAWAII,MIKE,68,77,76,80,,84,83,75
Jaylon Edmond,HAWAII,CB,68,91,50,92,,95,90,90
Jordan Lynch,HAWAII,DT,68,66,81,67,,72,75,56
Josiah Fetui,HAWAII,WR,68,88,52,85,,89,88,81
Kainoa Carvalho,HAWAII,WR,68,88,42,85,,89,85,88
Lawrence Leiato,HAWAII,CB,68,88,60,86,,90,84,88
Max Richardson,HAWAII,LG,68,59,82,76,,78,72,58
Pellam Liu,HAWAII,HB,68,88,66,86,,93,83,89
Richard Castro,HAWAII,WILL,68,77,79,79,,85,82,73
Sitani Mikaele,HAWAII,HB,68,79,85,77,,85,77,76
Aisiah Paogofie,HAWAII,SAM,67,79,63,78,,82,75,75
Bjorn Jurgensen,HAWAII,QB,67,80,54,83,,84,79,83
Blaze Kamoku,HAWAII,WR,67,88,57,86,,88,83,86
Dillon Davenport,HAWAII,RG,67,60,78,76,,78,73,51
Glen Tasi,HAWAII,LEDG,67,69,84,69,,74,71,60
Jamel Savea,HAWAII,LEDG,67,69,82,70,,74,71,63
Judah Kaio,HAWAII,RG,67,62,84,59,,73,73,52
Penei Leota,HAWAII,K,67,70,47,62,,73,53,61
Riis Weber,HAWAII,SS,67,83,63,83,,86,86,81
Sean Olvera-Harle,HAWAII,K,67,54,52,56,,54,64,45
Tre Griffiths,HAWAII,WR,67,86,72,86,,90,93,85
Shadre Hurst,HOUSTON,LG,93,69,91,72,,78,64,64
Amare Thomas,HOUSTON,WR,90,92,65,91,,92,88,89
Will James,HOUSTON,CB,88,92,69,90,,93,92,89
Trent Walker,HOUSTON,WR,87,88,72,88,,92,90,87
Conner Weigman,HOUSTON,QB,86,84,68,85,,86,84,83
Anthony Boswell,HOUSTON,C,85,68,87,69,,78,71,62
Makhi Hughes,HOUSTON,HB,85,90,73,89,,91,87,87
Brandon Mack Ii,HOUSTON,REDG,84,88,74,87,,91,85,74
Drew Terrill,HOUSTON,RT,83,64,87,64,,73,74,57
Jordan Allen,HOUSTON,SS,83,90,67,90,,93,88,89
Re'Shaun Sanford Ii,HOUSTON,HB,82,90,65,88,,95,90,85
Keisean Henderson,HOUSTON,QB,81,87,60,91,,90,92,91
Sione Fotu,HOUSTON,MIKE,81,81,79,84,,89,84,82
Carmycah Glass,HOUSTON,MIKE,79,80,75,84,,88,83,79
Keany Parks,HOUSTON,CB,79,88,60,89,,92,89,87
Mckenzie Agnello,HOUSTON,RG,79,61,89,57,,71,69,53
Ashton Porter,HOUSTON,LEDG,78,77,85,75,,85,83,69
Hunter Mcguire,HOUSTON,DT,78,59,89,62,,73,70,46
Jd Rhym,HOUSTON,CB,78,92,52,92,,95,91,90
Kentrell Webb,HOUSTON,FS,78,90,62,86,,89,87,85
Warrick Sellers,HOUSTON,HB,78,88,76,86,,91,84,86
De'Marion Thomas,HOUSTON,DT,77,56,90,56,,64,67,42
Dj Butler,HOUSTON,HB,77,88,62,84,,90,82,84
Harvey Broussard Iii,HOUSTON,WR,77,91,56,88,,91,92,86
Koby Young,HOUSTON,WR,77,91,52,87,,93,91,87
Liam Dougherty,HOUSTON,P,77,68,56,61,,69,77,58
Zac Yoakam,HOUSTON,K,77,68,52,73,,67,70,73
Jaquise Martin,HOUSTON,WR,76,89,53,87,,90,86,85
Javion White,HOUSTON,CB,76,86,55,87,,88,85,86
Latreveon Mccutchin,HOUSTON,LEDG,76,79,76,81,,87,85,77
Patrick Overmyer,HOUSTON,TE,75,77,73,76,,81,81,70
Alvin Ebosele,HOUSTON,LT,74,66,86,60,,75,75,53
Luke Mcgary,HOUSTON,TE,74,76,78,77,,82,81,75
Tavarius Bramble,HOUSTON,CB,74,89,58,87,,91,88,87
C.J. Douglas,HOUSTON,FS,73,87,71,87,,87,86,83
Jaden Yates,HOUSTON,WILL,73,82,71,81,,84,83,76
Demetris Dean Ii,HOUSTON,LT,72,69,79,71,,78,73,59
Tyson Turner,HOUSTON,WR,72,86,74,82,,87,85,81
Alex Peele,HOUSTON,LEDG,71,66,90,64,,72,69,45
Carmello Brooks,HOUSTON,DT,71,71,75,66,,79,75,63
Luke Carney,HOUSTON,QB,71,83,66,84,,85,83,84
Miller Malone,HOUSTON,WILL,71,77,78,79,,82,83,76
Muizz Tounkara,HOUSTON,WR,71,86,69,83,,88,88,79
Christian Brathwaite,HOUSTON,WILL,70,83,72,83,,90,85,79
Darius Washington,HOUSTON,LEDG,70,71,74,67,,73,66,59
Jonathan Dimas,HOUSTON,K,70,61,50,57,,60,58,55
Kaleb Thomas,HOUSTON,TE,70,83,67,81,,86,82,73
Quentin Drake,HOUSTON,WR,70,92,54,93,,94,89,93
Sheldon Rice,HOUSTON,REDG,70,79,65,82,,86,83,69
Steve Rutherford,HOUSTON,DT,70,62,85,63,,73,74,49
Traville Frederick Jr.,HOUSTON,TE,70,84,64,81,,85,85,74
Travis Buhake,HOUSTON,LEDG,70,76,72,72,,82,77,69
Wyatt Herbel,HOUSTON,TE,70,79,71,79,,83,84,76
Ejiro Egoddoggbare,HOUSTON,DT,69,71,80,69,,79,74,62
Jamaal Shaw,HOUSTON,CB,69,88,73,87,,92,92,85
Myles Parker,HOUSTON,DT,69,59,82,55,,69,64,50
Quindaro Lee,HOUSTON,REDG,69,67,81,62,,73,68,56
Hingano Hautau,HOUSTON,RG,68,54,87,54,,63,59,51
Johnsley Barbas,HOUSTON,FS,68,88,63,86,,92,89,85
Larry Crawford,HOUSTON,LG,68,63,80,68,,75,73,56
Nelson White,HOUSTON,FS,68,86,74,82,,88,81,79
Spencer Sims,HOUSTON,RG,68,59,84,75,,77,73,54
Aaron Wolford,HOUSTON,RG,67,63,85,59,,74,70,56
Allen Clark,HOUSTON,K,67,71,46,68,,68,50,70
Dk Mays,HOUSTON,REDG,67,75,72,73,,81,76,68
Jamie Gutierrez,HOUSTON,WILL,67,81,72,85,,89,87,84
Morris Hollister,HOUSTON,P,67,71,52,67,,74,64,69
Mudassir Abdullah,HOUSTON,SS,67,87,50,82,,86,88,82
Matthew Bailey,ILLINOIS,SS,89,88,75,86,,91,89,85
Xavier Scott,ILLINOIS,CB,88,91,60,89,,93,94,88
Aidan Laughery,ILLINOIS,HB,85,91,71,90,,95,90,88
Ca'Lil Valentine,ILLINOIS,HB,85,92,67,88,,93,87,88
Jake Renfro,ILLINOIS,C,85,59,93,57,,67,64,52
Alex Perry,ILLINOIS,WR,84,88,75,85,,89,90,85
Collin Dixon,ILLINOIS,WR,84,89,77,88,,91,89,87
Hudson Clement,ILLINOIS,WR,83,87,73,86,,87,85,85
Katin Houser,ILLINOIS,QB,83,78,70,77,,82,75,78
Juice Clarke,ILLINOIS,CB,82,89,62,89,,91,89,89
Jayshon Platt,ILLINOIS,WR,81,91,65,90,,92,92,88
Brandon Henderson,ILLINOIS,RG,80,53,93,54,,62,60,50
Nas Rankin,ILLINOIS,WR,79,91,52,93,,94,94,93
Ty Robinson,ILLINOIS,WR,79,86,72,87,,89,91,85
Brandon Hansen,ILLINOIS,LG,78,63,88,62,,73,75,53
Nick Hankins Jr.,ILLINOIS,CB,78,90,62,91,,93,90,90
Deuce Fillmore,ILLINOIS,CB,76,88,52,87,,90,84,85
Christian Martin,ILLINOIS,LT,75,68,83,68,,76,78,57
Clay Huff,ILLINOIS,HB,75,88,73,86,,92,84,87
Darrell Prater,ILLINOIS,DT,75,65,84,66,,75,73,54
Jakwon Morris,ILLINOIS,CB,75,90,55,87,,91,91,85
Lucas Osada,ILLINOIS,K,75,69,49,73,,69,58,74
Nathan Knapik,ILLINOIS,RT,75,61,87,67,,69,68,59
Robert Edmonson,ILLINOIS,WILL,75,78,74,79,,83,79,76
Brayden Trimble,ILLINOIS,WR,74,90,61,88,,90,93,87
Christian Abney,ILLINOIS,TE,74,77,77,75,,79,81,72
Davin Stoffel,ILLINOIS,TE,74,75,81,74,,79,81,71
Kaden Feagin,ILLINOIS,TE,74,88,85,76,,87,88,76
Tanner Heckel,ILLINOIS,CB,74,90,57,91,,93,91,91
Carter Janki,ILLINOIS,DT,73,70,82,67,,76,72,52
Mac Resetich,ILLINOIS,FS,73,86,72,83,,88,81,80
Carson Boyd,ILLINOIS,QB,72,87,48,86,,89,82,85
Grant Beerman,ILLINOIS,MIKE,72,78,75,77,,84,81,75
Jordan Anderson,ILLINOIS,HB,72,79,81,77,,84,79,76
Kai Pritchard,ILLINOIS,LG,72,71,85,71,,78,65,68
Maika Matelau,ILLINOIS,LG,72,62,81,68,,72,70,53
Tj Taylor,ILLINOIS,RT,72,60,85,64,,71,65,61
Almirian Thomas,ILLINOIS,CB,71,90,48,88,,90,90,86
Isaiah White,ILLINOIS,DT,71,73,81,70,,79,75,63
Jaylin Raywood,ILLINOIS,WR,71,88,69,85,,89,83,84
Nelsyn Wheeler,ILLINOIS,HB,71,87,68,86,,89,85,87
Pat Farrell,ILLINOIS,LEDG,71,75,86,71,,82,78,62
Will Holmes,ILLINOIS,REDG,71,72,70,71,,79,71,66
Casey Skipper,ILLINOIS,LEDG,70,69,84,69,,74,72,57
James Kreutz,ILLINOIS,WILL,70,77,72,79,,84,82,74
Mason Muragin,ILLINOIS,LEDG,70,73,80,72,,81,78,63
Phillip Hammond,ILLINOIS,P,70,65,62,56,,64,60,57
Tj Mcmillen,ILLINOIS,C,70,59,85,71,,71,72,62
Tywan Cox,ILLINOIS,FS,70,90,52,85,,92,88,85
Demetrius John,ILLINOIS,LEDG,69,76,79,78,,85,82,73
Eddie Tuerk,ILLINOIS,RG,69,67,86,68,,75,77,62
Heath Padgett,ILLINOIS,SS,69,88,64,86,,91,87,86
Kingston Shaw,ILLINOIS,REDG,69,78,75,77,,82,78,72
Lars Rau,ILLINOIS,P,69,65,48,61,,57,58,55
Lavon Williams,ILLINOIS,SS,69,88,54,90,,90,87,89
Michael Clayton Ii,ILLINOIS,QB,69,76,52,79,,78,70,78
Will Vala Iii,ILLINOIS,TE,69,83,64,82,,85,85,78
Andre Lovett Jr.,ILLINOIS,FS,68,87,57,86,,87,88,84
Cameron Thomas,ILLINOIS,MIKE,68,81,69,79,,83,82,78
Daniel Brown,ILLINOIS,WILL,68,80,78,80,,89,84,73
Jacob Eberhart,ILLINOIS,SS,68,84,61,79,,86,80,75
Kenyon Alston,ILLINOIS,WR,68,83,65,86,,85,78,87
Parker Crim,ILLINOIS,REDG,68,75,71,74,,78,65,72
Rj Jones Iii,ILLINOIS,CB,68,89,51,87,,92,86,85
Tavius Smith,ILLINOIS,LEDG,68,71,82,73,,79,75,63
Xanai Scott,ILLINOIS,FS,68,89,53,87,,91,84,85
Ian Beecher,ILLINOIS,C,67,57,84,67,,68,68,63
Ismael Kante,ILLINOIS,MIKE,67,81,66,79,,87,84,71
King Liggins,ILLINOIS,DT,67,73,80,71,,78,75,63
Lemondre Johnson,ILLINOIS,REDG,67,77,71,78,,87,82,75
Riley Mccormack,ILLINOIS,LG,67,58,85,71,,70,72,51
Carter Smith,INDIANA,LT,97,69,91,73,,77,73,64
Tyrique Tucker,INDIANA,DT,92,74,90,70,,83,66,62
Drew Evans,INDIANA,LG,91,65,96,72,,74,73,56
Jamari Sharpe,INDIANA,CB,91,94,65,92,,96,95,90
Rolijah Hardy,INDIANA,WILL,91,84,82,83,,87,82,84
Amare Ferrell,INDIANA,FS,90,88,75,89,,91,87,87
Charlie Becker,INDIANA,WR,89,93,75,91,,91,94,87
Aj Harris,INDIANA,CB,88,91,71,92,,93,94,89
Isaiah Jones,INDIANA,MIKE,88,86,83,84,,90,85,82
Josh Hoover,INDIANA,QB,88,77,62,80,,79,76,79
Mario Landino,INDIANA,DT,88,79,86,77,,87,77,70
Nick Marsh,INDIANA,WR,88,91,75,92,,93,95,88
Shazz Preston,INDIANA,WR,87,90,72,91,,94,91,90
Turbo Richard,INDIANA,HB,87,90,70,88,,93,85,87
Chiddi Obliazor,INDIANA,LEDG,85,77,85,74,,84,78,69
Khobie Martin,INDIANA,HB,85,89,67,90,,92,83,89
Lee Beebe Jr.,INDIANA,HB,85,87,78,85,,89,86,83
Preston Zachman,INDIANA,SS,85,86,76,85,,88,84,82
Tobi Osunsami,INDIANA,REDG,85,84,79,83,,90,85,77
Bray Lynch,INDIANA,C,84,66,88,67,,74,67,58
Josh Burnham,INDIANA,LEDG,84,83,79,83,,91,83,72
Joe Brunner,INDIANA,RG,83,61,91,60,,72,71,56
Nico Radicic,INDIANA,K,82,69,53,69,,70,59,70
Quan Sanks,INDIANA,FS,81,89,66,87,,91,90,85
Adedamola Ajani,INDIANA,RT,79,68,86,74,,79,78,57
Lebron Bond,INDIANA,WR,78,92,49,90,,93,88,91
Ryland Gandy,INDIANA,CB,78,91,56,91,,93,89,89
Tyler Morris,INDIANA,WR,78,92,60,92,,94,92,90
Carson Williams,INDIANA,CB,77,88,52,92,,92,87,90
Jaylen Bell,INDIANA,CB,77,92,51,90,,91,86,88
Brock Schott,INDIANA,TE,76,88,81,83,,85,87,79
Byron Baldwin Jr.,INDIANA,FS,76,88,60,89,,92,93,87
Doug Thomas-Baker,INDIANA,P,76,69,60,68,,72,75,66
Joe Hjelle,INDIANA,DT,76,67,83,62,,75,68,51
Kaiden Turner,INDIANA,SAM,76,82,76,79,,84,81,75
Kasmir Hicks,INDIANA,CB,76,91,50,92,,94,91,91
Sean Cuono,INDIANA,HB,76,88,59,89,,91,82,87
Jeff Utzinger,INDIANA,WILL,75,83,84,76,,83,79,75
Jhrevious Hall,INDIANA,DT,75,73,77,71,,79,75,65
Quentin Clark,INDIANA,LEDG,75,84,89,84,,89,88,80
Daniel Ndukwe,INDIANA,REDG,74,79,71,79,,87,82,79
Kyler Garcia,INDIANA,DT,74,64,84,63,,73,74,52
Austin Leibfried,INDIANA,RT,73,74,84,81,,83,80,56
Cam Mchaney,INDIANA,DT,73,83,85,71,,91,84,67
Davidon Chandler,INDIANA,WR,73,89,47,89,,92,87,87
Andrew Barker,INDIANA,TE,72,76,74,75,,81,80,71
Grant Wilson,INDIANA,QB,72,78,68,77,,83,74,75
Ja'Dyn Williams,INDIANA,MIKE,72,84,66,83,,87,82,81
Baylor Wilkin,INDIANA,LT,71,70,80,67,,77,75,61
Garrett Reese,INDIANA,FS,71,86,52,84,,88,85,82
Jayreon Campbell,INDIANA,HB,71,89,54,88,,90,82,87
Ronelle Johnson,INDIANA,REDG,71,77,79,77,,83,79,74
Anthony Chung,INDIANA,SS,70,87,66,85,,88,84,83
Carson Cheatham,INDIANA,RG,70,61,82,73,,77,72,58
Marcell Cumberland,INDIANA,SS,70,88,64,87,,92,87,88
Sam Simpson,INDIANA,RG,70,64,81,64,,75,68,50
Tyler Cherry,INDIANA,QB,70,73,60,74,,77,70,71
Tyrone Burrus Jr.,INDIANA,LEDG,70,77,65,80,,82,83,72
Addnis Hoover,INDIANA,REDG,69,74,81,71,,82,79,64
Diego Ventura,INDIANA,LEDG,69,69,84,70,,74,72,58
Greg Russell,INDIANA,K,69,69,47,67,,66,74,65
Jamar Owens,INDIANA,SS,69,87,53,84,,89,82,82
Matt Marek,INDIANA,C,69,61,84,59,,67,65,57
Trae Stewart,INDIANA,LEDG,69,71,83,73,,78,75,65
Blake Smythe,INDIANA,DT,68,60,81,60,,68,57,60
Drew Clausen,INDIANA,TE,68,75,77,76,,74,80,72
Jackson Wasserstrom,INDIANA,WR,68,87,53,85,,89,87,81
Parker Elmore,INDIANA,TE,68,83,64,81,,82,84,75
Trevor Gibbs,INDIANA,TE,68,83,73,77,,82,83,74
Corbin Crawford,INDIANA,K,67,68,53,62,,67,75,59
Jacob Savage,INDIANA,WILL,67,82,67,79,,83,81,76
Kade Pieper,IOWA,C,95,74,90,77,,84,83,73
Trevor Lauck,IOWA,LT,90,69,91,75,,79,76,65
Dj Vonnahme,IOWA,TE,88,87,79,84,,89,88,82
Kamari Moulton,IOWA,HB,88,92,72,90,,94,84,88
Zach Lutmer,IOWA,SS,88,91,74,88,,92,89,87
Deshaun Lee,IOWA,CB,85,90,63,89,,92,87,89
Lendon Phillips Jr.,IOWA,HB,82,86,83,85,,89,84,84
Tyler Brown,IOWA,FS,82,89,67,88,,91,84,85
Jaylen Watson,IOWA,CB,80,90,61,92,,93,91,91
Anthony Hawkins,IOWA,SS,79,89,64,85,,87,88,84
Leighton Jones,IOWA,LG,79,70,86,72,,78,72,64
Reece Vander Zee,IOWA,WR,79,86,73,82,,87,89,81
Tony Diaz,IOWA,WR,79,91,53,91,,93,88,90
Trent Wilson,IOWA,RG,79,66,89,64,,72,72,58
Bryce Hawthorne,IOWA,DT,78,70,85,70,,78,76,58
Jayden Montgomery,IOWA,WILL,78,83,77,79,,86,81,77
Mav Richmond,IOWA,P,78,70,53,58,,71,74,56
Brevin Doll,IOWA,HB,77,92,61,91,,95,88,87
Evan James,IOWA,WR,77,92,44,90,,92,88,89
Jack Dotzler,IOWA,RT,77,64,87,72,,77,74,55
Iose Epenesa,IOWA,REDG,76,77,82,78,,84,79,77
Nathan Mcneil,IOWA,HB,76,87,58,87,,90,85,86
